대응시설부족도순위,구·군,행정동,행정동코드,미래온열질환위험,지역취약도,보호필요도,시설대응력,시설대응력부족분(100-시설대응력),대응시설부족도,지역취약도결합방법,시설대응력결합방법,미래위험대체처리,미래위험대체처리요약,시설대응력종합모형,그늘막자료상태,시설대응력대체처리·주의
97,서구,내당1동,2717051000,41.29,39.28,40.49,57.99,42.01,40.95,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
98,동구,신천3동,2714057000,39.8,38.87,39.43,55.58,44.42,40.93,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
99,북구,산격1동,2723061000,11.59,66.22,33.44,42.26,57.74,40.73,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
100,동구,신암4동,2714054000,39.8,41.08,40.31,58.58,41.42,40.64,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
101,북구,산격2동,2723062000,11.59,49.53,26.77,27.13,72.87,40.6,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
102,동구,신암3동,2714053000,39.8,42.59,40.92,60.38,39.62,40.53,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
103,서구,평리2동,2717063000,41.29,52.46,45.76,72.47,27.53,40.29,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
104,동구,신천4동,2714058000,39.8,39.1,39.52,59.64,40.36,39.77,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
105,동구,신암2동,2714052000,39.8,48.18,43.15,68.99,31.01,39.51,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
106,서구,비산4동,2717058000,41.29,61.87,49.52,87.75,12.25,38.34,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
107,북구,태전1동,2723072500,11.39,32.85,19.97,22.22,77.78,37.31,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
108,북구,관음동,2723075000,11.39,34.39,20.59,25.81,74.19,36.67,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
109,수성구,고산3동,2726069000,12.14,38.34,22.62,30.61,69.39,36.65,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
110,북구,태전2동,2723073500,11.59,34.64,20.81,26.76,73.24,36.54,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
111,수성구,수성4가동,2726059000,29.07,51.24,37.94,66.82,33.18,36.51,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
112,북구,관문동,2723071500,11.39,20.46,15.02,14.66,85.34,36.12,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
113,수성구,수성1가동,2726057000,29.07,49.25,37.14,66.45,33.55,36.06,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
114,수성구,만촌2동,2726056000,25.59,28.32,26.68,42.81,57.19,35.83,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
115,북구,동천동,2723078000,11.59,32.14,19.81,27.25,72.75,35.69,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
116,북구,무태조야동,2723069500,11.59,20.06,14.98,16.61,83.39,35.5,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
117,달서구,송현1동,2729063000,5.49,40.67,19.56,27.71,72.29,35.38,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
118,수성구,범어4동,2726054000,29.07,23.9,27,46.71,53.29,34.89,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
119,동구,공산동,2714076000,0,36.56,14.62,18.24,81.76,34.76,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
120,수성구,고산2동,2726068000,12.14,24.47,17.07,25.41,74.59,34.33,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
121,북구,대현동,2723064500,11.59,53.53,28.37,52.25,47.75,34.18,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
122,북구,구암동,2723074500,11.59,18.49,14.35,21.34,78.66,33.64,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
123,수성구,수성2·3가동,2726058000,29.07,44.44,35.22,70.17,29.83,33.6,구·군+행정동명(구분기호 정규화: 수성2·3가동↔수성2.3가동),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
124,수성구,만촌3동,2726056100,25.59,19.99,23.35,42.49,57.51,33.6,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
125,서구,평리5동,2717066000,41.29,30.47,36.96,74.28,25.72,33.59,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·구별 인증 API 상세행 미확보: 종합점수는 쉼터 단독 대체
126,달서구,도원동,2729062800,5.49,25.47,13.48,20.77,79.23,33.21,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
127,달서구,성당동,2729051500,5.49,46.43,21.87,40.96,59.04,33.02,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
128,북구,산격3동,2723063000,11.59,41.19,23.43,45,55,32.9,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
129,수성구,범어2동,2726052000,29.07,34.62,31.29,65.33,34.67,32.3,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
130,북구,복현2동,2723067200,11.59,33.11,20.2,39.55,60.45,32.28,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
131,수성구,범어1동,2726051000,29.07,27.01,28.25,58.72,41.28,32.16,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
132,수성구,범어3동,2726053000,29.07,30.19,29.52,62.13,37.87,32.03,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
133,북구,칠성동,2723052600,11.59,40.19,23.03,47.32,52.68,31.92,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
134,수성구,고산1동,2726067000,12.14,14.68,13.16,25.2,74.8,31.65,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
135,북구,침산3동,2723057000,11.59,41.41,23.52,49.88,50.12,31.5,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
136,북구,읍내동,2723077000,0,24.85,9.94,19.29,80.71,31.17,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
137,수성구,지산1동,2726065100,2.92,43.69,19.23,41.37,58.63,31.05,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
138,북구,복현1동,2723067100,11.59,36.08,21.39,48.41,51.59,30.45,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
139,수성구,범물2동,2726066200,2.92,25.99,12.15,27.16,72.84,30.36,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
140,북구,침산2동,2723056000,11.59,35.99,21.35,48.96,51.04,30.26,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
141,북구,국우동,2723080000,1.77,13.5,6.46,14.42,85.58,30.2,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
142,수성구,파동,2726063000,2.92,25.58,11.98,27.36,72.64,30.18,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,쉼터 단독 대체,미확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계; 전국 표준 그늘막 0건·추가 공개 좌표자료 미확인: 종합점수는 쉼터 단독 대체
143,북구,고성동,2723051000,11.59,29.03,18.57,44.27,55.73,29.72,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
144,달성군,유가읍,2771025900,8.75,7.05,8.07,20.85,79.15,29.39,구·군+행정동명(취약도 파일에 행정동코드 없음),행정동코드 일치,Y,행정동 환자자료 부재→구군 환자율 모형; KMA 일자료 미확보→ERA5-Land; 미래 일자료 부재→RDA 월기온 델타 합성; RDA 습도 이상치→과거 습도 고정; 미래 인구 부재→2026-07 인구 고정,가이드 70:30,확인,행정동내 고령인구 균등분포 가정; LST·실보행량 대신 횡단보도·인구밀도 대체지표; 2025-12-31 공개 가공 경계
